City,Date,AQI
Varanasi,2022-01-15,118.67
Varanasi,2022-02-15,101.35
Varanasi,2022-03-15,102.71
Varanasi,2022-04-15,113.33
Varanasi,2022-05-15,91.88
Varanasi,2022-06-15,77.79
Varanasi,2022-07-15,48.94
Varanasi,2022-08-15,51.29
Varanasi,2022-09-15,55.88
Varanasi,2022-10-15,99.14
Varanasi,2022-11-15,109.79
Varanasi,2022-12-15,94.18
